ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,LASTUPDATEDDATE,POSTALCODE,RECAREAADDRESSID,RECAREAADDRESSTYPE,RECAREAID,RECAREASTREETADDRESS1,RECAREASTREETADDRESS2,RECAREASTREETADDRESS3
"USA","NM","Carlsbad","","88221","751901","","98","Brantley State Park","P. O. Box 2288",""
"USA","ND","Turtle Lake","","58575","751902","","1124","Turtle Lake Park Board",".",""
"USA","WY","Cody","","82414","751904","","1231","Buffalo Bill State Park","47 Lakeside Rd.",""
"USA","OR","Vale","","97918","751905","","1139","Bully Creek Park Office","2475 Bully Creek Road",""
"USA","NM","Caballo","","87931","751908","","99","Caballo State Park Superintendent","P.O. Box 32",""
"USA","CA","Santa Barbara","","93105","751909","","31","Santa Barbara County Parks Department","610 Mission Canyon Road","U.S. 154"
"USA","NE","Burwell","","68823-9803","751911","","73","NE Game and Parks Commission","HC79, Box 20L",""
"USA","MT","Helena","","59602","751912","","130","Bureau of Reclamation","Canyon Ferry Field Office","7700 Canyon Ferry Road"
"USA","CO","Loveland","","80537","753728","","49","Larimer County Parks Department","1800 S. County Rd. 31",""
"USA","KS","Ellis","","67637","753729","","123","Kansas Dept. of Wildlife & Parks","Cedar Bluff Area Office","RR2, Box 76A"
"USA","KS","Cheney","","67025","753731","","124","Cheney State Park","16000 NE 50th St.",""
"USA","TX","Calliham","","78007","753734","","1169","Choke Canyon State Park","Calliham Unit","P.O. Box 2"
"USA","MT","Dillon","","59725","753736","","131","Bureau of Reclamation","Clark Canyon Field Office","1200 Highway 41"
"USA","WA","Cle Elum","","98922","753737","","1211","Wenatchee National Forest","803 West 2nd Street",""
"USA","OR","Springfield","","97477","753738","","1140","Willamette National Forest","3106 Pierce Parkway","Suite D"
"USA","WA","Naches","","98937","753740","","3133","Wenatchee National Forest","Naches Ranger District","10237 Highway 12"
"USA","WA","Burbank","","99323","753741","","1141","Mid-Columbia River NWRC","64 Maple Street",""
"USA","WA","Olympia","","98504-2650","753746","","1213","Washington State Parks","1111 Israel Road SW",""
"USA","CA","Oakland","","94605-0381","753747","","33","East Bay Regional Park District","2950 Peralta Oaks Road","Box 5381"
"USA","OR","Bend","","97702","753748","","1142","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","CO","Crawford","","81506","753749","","50","Park Manager","Crawford State Park","P. O. Box 147"
"USA","NE","Ord","","68862","753751","","74","Lower Loup Natural Resources District","Box 210",""
"USA","AZ","Bullhead City","","86429","753752","","16","Bureau of Reclamation","Davis Dam Field Division",""
"USA","ID","Boise","","83709","753754","","110","Boise National Forest","1249 S. Vinnell Way",""
"USA","WY","Mills","","82644","753755","","1232","Wyoming Area Office","P.O. Box 1630","705 Pendell Blvd"
"USA","UT","Midway","","84049","753757","","1178","Deer Creek State Park","P.O. Box 257",""
"USA","SD","Hill City","","57745","753758","","1165","U.S. Forest Service","Black Hills National Forest","23939 Hwy 385"
"USA","WA","Ephrata","","98823","753759","","1214","Washington Department of Fish and Wildlife","Region 2","1550 Alder St. NW"
"USA","ND","Devils Lake","","58301","753760","","1125","North Dakota Parks and Recreation Department","Grahams Island State Park","152 S. Duncan Road"
"USA","ND","Dickinson","","58601","753761","","1126","Dickinson Park and Recreation District","2004 Fairway Street",""
"USA","UT","Morgan","","84050","753762","","1185","East Canyon State Park","5535 South Highway 66",""
"USA","CA","Colusa","","95932","753763","","34","1215 Market St.","",""
"USA","CO","Estes Park","","80517","753764","","51","Estes Valley Recreation and Park District","3420 Tunnel Road",""
"USA","WA","Olympia","","98504-2650","753765","","1215","Washington State Parks","1111 Israel Road SW",""
"USA","UT","Coalville","","84017","753766","","1186","Echo Resort Inc.","P.O. Box 746",""
"USA","NM","Tierra Amarilla","","87575","754373","","101","Park Superintendent","P.O. Box 367",""
"USA","NM","Elephant Butte","","87935","755584","","100","Park Superintendent","P.O. Box 13",""
"USA","OR","Central Point","","97502","755585","","1144","Jackson County Parks","7520 Table Rock Road",""
"USA","NE","Enders","","69027","755586","","75","NE Game and Parks, Enders SRA","RR 1, Box 4B",""
"USA","UT","Dutch John","","84023","755587","","2017","Flaming Gorge Field Division","45 miles northeast of Vernal, UT","Box 278"
"USA","CO","Loveland","","80537","755588","","52","Larimer County Parks Depatment","1800 S. County Rd. 31",""
"USA","CA","Folsom","","95630","761756","","11","California Department of Parks & Recreation","7806 Folsom Auburn Rd.",""
"USA","CA","Folsom","","95630","761757","","12","USBR, Central CA Area Office","7794 Folsom Dam Road",""
"USA","UT","Provo","","84606-7317","765994","","701","Provo Area Office","302 East 1860 South","P.O. Box 1880"
"USA","OK","Ft. Cobb","","73005","765995","","1132","Ft. Cobb State Park","27022 Copperhead Road",""
"USA","OK","Foss","","73647","766602","","1131","Foss State Park","Hwy. 44 & Hwy 73 W",""
"USA","WA","Coulee Dam","","99116","766604","","1216","National Park Service","1008 Crest Dr.",""
"USA","MT","Fairfield","","59436","767210","","3129","Montana Department of Fish, Wildlife and Parks","Freezeout Lake Wildlife Management Area","P. O. Box 488"
"USA","MT","Chester","","59522","767212","","132","Bureau of Reclamation","Marias / Milk Rivers Division Office","P. O. Box 220"
"USA","WY","Mills","","82644","767213","","978","Wyoming Area Office","P.O. Box 1630",""
"USA","CO","Grand Junction","","81506","767214","","53","Western Colorado Area Office","Northern Division","2764 Compass Drive"
"USA","OR","Klamath Falls","","97603-9365","767215","","3130","Klamath Basin Area Office","6600 Washburn Way",""
"USA","MT","Great Falls","","59403","767217","","133","U. S. Forest Service","Lewis and Clark National Forest","P.O. Box 869"
"USA","WY","Glendo","","82213","768428","","1233","Glendo State Park","P.O. Box 398",""
"USA","WA","Grand Coulee","","99133","770246","","1889","Bureau of Reclamation","Grand Coulee Power Office","P.O. Box 620"
"USA","ID","Idaho Falls  ","","83401","770247","","1234","Caribou-Targhee National Forest","1405 Hollipark Drive",""
"USA","WY","Mills","","82644","770249","","1238","Natrona County Roads, Bridges, and Parks Department","538 S. Wyoming Blvd.",""
"USA","CO","Silverthorne","","80498","770252","","65","U.S. Forest Service","P.O. Box 620",""
"USA","WY","Guernsey","","82214","770255","","1239","Guernsey State Park","Highway 317",""
"USA","NE","Cambridge","","69022-9312","770257","","76","Nebraska Game and Parks, Medicine Creek SRA","40611 Road 728",""
"USA","OR","Bend","","97702","770259","","1145","Deschutes National Forest","1001 SW Emkay Drive ",""
"USA","MT","Helena","","59620","770261","","134","Montana Department of","Fish, Wildlife and Parks","P.O. Box 200701"
"USA","OR","Hillsboro","","97124","770262","","1146","Washington County","169 N. First Ave. MS 42",""
"USA","NM","Los Ojos","","87551 ","770264","","102","Park Superintendent","PO Box 159",""
"USA","NV","Boulder City","","89006","770266","","29","Bureau of Reclamation","Lower Colorado Dams Office","P.O. Box 60400"
"USA","CO","Fruita","","81521","770267","","1020","Colorado Division of Wildlife","P.O. Box 506",""
"USA","CO","Loveland","","80537","770269","","66","Larimer County Parks Department","1800 S. County Rd. 31",""
"USA","NE","McCook","","69001-9801","770274","","77","NE Game and Parks Commission","Red Willow Res. SRA","RR1, Box 145"
"USA","MT","Kalispell","","59901","770277","","135","Flathead National Forest","1935 Third Ave. E.",""
"USA","OR","Medford","","97504","770887","","1148","BLM","3040 Biddle Rd.",""
"USA","UT","Hyrum","","84319","770889","","1188","Hyrum State Park","405 West 300 South",""
"USA","AZ","Phoenix","","85086","770892","","14","Arizona Game and Fish Department","5000 W. Carefree Highway",""
"USA","CA","Winterhaven","","92283","770894","","15","Picacho State Park","P.O. Box 848",""
"USA","ID","Island Park ","","83429","770898","","111","Targhee National Forest","Island Park Office","3726 Highway 20"
"USA","CO","Mancos","","81328","770900","","54","Mancos State Park","42545 County Road North",""
"USA","SD","Huron","","57350","770906","","1166","South Dakota Department of Game, Fish and Parks","State Fairgrounds","P.O. Box 915"
"USA","ND","Jamestown","","58401","770909","","1128","Stutsman County Park Board","511 2nd Avenue SE",""
"USA","UT","Heber City","","84032-0001","770911","","1190","Jordanelle State Park","State Road 319 #515","P.O. Box 4"
"USA","WA","Wenatchee","","98801","770915","","1221","Wenatchee National Forest","P.O. Box 811",""
"USA","KS","Norton","","67654","770917","","126","KS Dept. Wildlife & Parks","Prairie Dog State Park/Norton Wildlife Area","Box 431"
"USA","WY","Moorcroft","","82721","771527","","1241","Wyoming State Parks and Historic Sites","353 McKean Rd.",""
"USA","KS","Kirwin","","67644","771531","","125","U.S. Fish & Wildlife Service","Rt. 1, Box 103",""
"USA","WY","Mills","","82644","772747","","1242","Wyoming Area Office","P.O. Box 1630",""
"USA","NV","Fallon","","89406","772753","","85","Lahontan State Recreation Area","16799 Lahontan Dam",""
"USA","CA","Napa","","94558","777008","","17","Lake Berryessa Field Office","5520 Knoxville Road",""
"USA","CA","La Quinta","","92253","777009","","18","Riverside County Parks and Open-Space District","58-075 Jefferson Street",""
"USA","WY","Mills","","82644","777012","","1243","Wyoming Area Office","P.O. Box 1630",""
"USA","ID","Cascade","","83611","777015","","109","Box 709","",""
"USA","CA","Ventura","","93001","777017","","19","Casitas Municipal Water District","11311 Santa Ana Rd.",""
"USA","WY","Lander","2016-12-12","82520","778836","","14530","Lander Field Office","1335 Main Street",""
"USA","AK","","2016-12-12","","778840","","14534","Eastern Interior Field Office ","MP 160.3 Taylor Highway",""
"USA","AK","Eagle","2016-12-12","","778841","","14535","Eastern Interior Field Office ","",""
"USA","AK","","2016-12-12","","778843","","14536","Central Yukon Field Office ","MP 60 Dalton Highway",""
"USA","AK","","2016-12-12","","778844","","14537","Central Yukon Field Office ","MP 115 Dalton Highway",""
"USA","AK","","2016-12-12","","778845","","14538","Central Yukon Field Office ","MP 180 Dalton Highway",""
"USA","AK","","2016-12-12","","778846","","14539","Central Yukon Field Office ","MP 275 Dalton Highway",""
"USA","AK","","2016-12-12","","778847","","14540","Glennallen Field Office","MP 37 Denali Highway ",""
"USA","AK","","2016-12-12","","778848","","14541","Glennallen Field Office","MP 24.7 Denali Highway ",""
"USA","AK","","2016-12-12","","778849","","14542","Glennallen Field Office","",""
"USA","AK","","2016-12-12","","778850","","14543","Glennallen Field Office","MP 16.2 Denali Highway ",""
"USA","AK","Coldfoot","2016-12-12","","778851","","14544","Central Yukon Field Office ","MP 175 Dalton Highway",""
"USA","AK","Glennallen","2018-05-09","99588","778852","","14545","BLM Glennallen Field Office","Mile 186.5 Glenn Hwy","PO Box 147"
"USA","AK","Glennallen","2018-05-09","99588","778853","","14546","BLM Glennallen Field Office","Mile 186.5 Glenn Hwy","PO Box 147"
"USA","AK","","2016-12-12","","778854","","14547","Glennallen Field Office","MP 55.5 Denali Highway",""
"USA","AK","Glennallen","2018-05-09","99588","778855","","14548","BLM Glennallen Field Office","Mile 186.5 Glenn Hwy","PO Box 147"
"USA","AK","Glennallen","2018-05-09","99588","778856","","14549","BLM Glennallen Field Office","Mile 186.5 Glenn Hwy","PO Box 147"
"USA","AK","Glennallen","2018-05-09","99588","778857","","14550","BLM Glennallen Field Office","Mile 186.5 Glenn Hwy","PO Box 147"
"USA","AK","","2016-12-12","","778858","","14551","Glennallen Field Office","MP 137 Richardson Highway",""
"USA","AK","","2016-12-12","","778859","","14552","Glennallen Field Office","MP 166.5 Richardson Highway",""
"USA","AK","Paxson","2017-06-22","","778860","","14553","Glennallen Field Office","MP 168.7 Richardson Highway",""
"USA","AK","","2016-12-12","","778861","","14554","Glennallen Field Office","",""
"USA","AK","","2016-12-12","","778862","","14555","Glennallen Field Office","MP 254 Richardson Highway",""
"USA","AZ","","2017-01-24","","778864","","14557","Kingman Field Office ","",""
"USA","AZ","","2017-01-24","","778866","","14559","Arizona Strip Field Office","",""
"USA","AZ","Safford","2018-06-26","85546","778868","","14561","Safford Field Office","711 14th Avenue",""
"USA","AZ","","2017-01-24","","778869","","14562","Kingman Field Office ","",""
"USA","CO","Cañon City ","2017-10-03","81212","778870","","14563","Royal Gorge Field Office","2028 East Main Street",""
"USA","CO","","2017-01-24","","778871","","14564","Grand Junction Field Office & Uncompahgre Field Office","",""
"USA","CO","","2017-01-24","","778872","","1694","Uncompahgre Field Office","",""
"USA","CO","","2017-01-24","","778873","","3123","Grand Junction Field Office","",""
"USA","CO","","2017-01-24","","778874","","1708","Northwest District","",""
"USA","FL","Jupiter","2016-12-12","33469","778875","","14513","Jupiter Inlet Lighthouse ONA","600 State Road 707, Unit B",""
"USA","VA","Lorton","2017-01-24","22079","778876","","4112","Lower Potomac Field Station","10406 Gunston Road",""
"USA","WI","Milwaukee","2017-07-12","53202","778878","","14566","Northeastern States District Office","626 E. Wisconsin Ave., Suite 200 ",""
"USA","WI","Milwaukee","2017-06-27","53202","778879","","14567","Northeastern States District Office","626 E. Wisconsin Ave., Suite 200 ",""
"USA","WI","Milwaukee","2017-06-27","53202","778880","","14568","Northeastern States District Office","626 E. Wisconsin Ave., Suite 200 ",""
"USA","MT","Ennis","2016-12-12","59729","778881","","14569","Dillon Field Office","State Highway 287 North between Virginia City and Ennis",""
"USA","TX","Amarillo","2017-05-16","79101","778882","","14570","801 South Fillmore Suite 500","",""
"USA","NM","Grants","2017-02-09","87020","778883","","10044","Rio Puerco Field Office ","Northwest New Mexico Visitor Center","1900 East Santa Fe Avenue"
"USA","NM","Carrizozo","2017-02-09","88301","778884","","1803","Roswell Field Office ","Valley of Fires Recreation Area","P.O. Box 871"
"USA","WY","statewide","2016-12-12","","778885","","14638","Statewide","statewide",""
"USA","WY","Worland","2016-12-12","82401","778886","","14639","Worland Field Office","101 South 23rd",""
"USA","WY","Cody","2016-12-12","82414","778887","","14640","Cody Field Office","1002 Blackburn Street",""
"USA","WY","","2018-04-09","","778889","","14642","","",""
"USA","WY","Rock Springs","2016-12-12","82901","778890","","2252","Rock Springs Field Office","280 Highway 191 North",""
"USA","WY","Rawlins and Lander","2016-12-12","82301","778891","","10050","Rawlins Field Office, Lander Field Office","Rawlins - 1300 N. Third",""
"USA","WY","","2018-04-09","","778894","","14645","","",""
"USA","WY","Rawlins","2016-12-12","82301","778896","","14647","Rawlins Field Office","1300 North Third",""
"USA","WY","Worland","2018-04-09","82401","778897","","14648","Worland Field Office","101 South 23rd Street",""
"USA","WY","Worland","2018-04-17","82401","778899","","14650","Worland Field Office","101 South 23rd Street ",""
"USA","WY","Lander","2016-12-12","82520","778900","","14651","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778902","","14653","Lander Field Office","1335 Main Street",""
"USA","WY","Rawlins","2016-12-12","82301","778903","","14654","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778904","","14655","Rawlins Field Office","1300 North Third",""
"USA","WY","","2018-04-09","","778908","","14659","","",""
"USA","WY","","2017-09-01","","778909","","14660","Cody Field Office","",""
"USA","WY","Pinedale","2016-12-12","82941","778910","","14661","Pinedale Field Office","1626 West Pine Street",""
"USA","WY","","2018-04-09","","778912","","14663","","",""
"USA","WY","","2018-04-09","","778914","","14665","","",""
"USA","WY","Rawlins","2016-12-12","82301","778915","","14666","Rawlins Field Office","1300 North Third",""
"USA","WY","Kemmerer","2018-03-21","83101","778916","","14667","Kemmerer Field Office","430 N Highway 189",""
"USA","WY","Worland","2018-04-17","82401","778917","","14668","Worland Field Office","101 South 23rd",""
"USA","WY","Rock Springs","2018-02-06","82901","778920","","14671","Rock Springs Field Office","280 Highway 191 North",""
"USA","WY","Pinedale","2016-12-12","82941","778921","","14672","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","","2018-04-09","","778922","","14673","","",""
"USA","WY","Lander","2016-12-12","82520","778924","","14675","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2017-08-30","82520","778925","","14676","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2017-08-30","82520","778926","","14677","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2017-08-30","82520","778927","","14678","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2017-08-30","82520","778928","","14679","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778929","","14680","Lander Field Office","1335 Main Street",""
"USA","WY","Casper","2016-12-12","82604","778932","","1874","Casper Field Office","2987 Prospector Drive",""
"USA","WY","Worland","2016-12-12","82401","778935","","14684","Worland Field Office","101 South 23rd",""
"USA","WY","Cody","2016-12-12","82414","778936","","14685","Cody Field Office","1002 Blackburn?Street",""
"USA","WY","Cody","2016-12-12","82414","778937","","14686","Cody Field Office","1002 Blackburn?Street",""
"USA","WY","Cody","2018-01-08","82414","778939","","14687","Cody Field Office","1002 Blackburn St.",""
"USA","WY","Worland","2016-12-12","82401","778940","","14689","Worland Field Office","101 South 23rd",""
"USA","WY","Newcastle","2016-12-12","82701","778941","","14691","Newcastle Field Office","1101 Washington Blvd",""
"USA","WY","Worland","2016-12-12","82401","778942","","14690","Worland Field Office","101 South 23rd",""
"USA","WY","Buffalo","2016-12-12","82834","778944","","14693","Buffalo Field Office","1425 Fort Street",""
"USA","WY","Worland","2016-12-12","82401","778945","","14694","Worland Field Office","101 South 23rd",""
"USA","WY","Worland","2016-12-12","82401","778946","","14695","Worland Field Office","101 South 23rd",""
"USA","WY","Pinedale","2016-12-12","82941","778949","","14698","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Rawlins","2017-12-07","82301","778950","","14699","Rawlins Field Office","1300 3rd St.",""
"USA","WY","Casper","2016-12-12","82604","778951","","14700","Casper Field Office","2987 Prospector Drive",""
"USA","WY","Lander","2016-12-12","82520","778952","","14701","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778953","","14702","Lander Field Office","1335 Main Street",""
"USA","WY","Rawlins","2016-12-12","82301","778954","","14703","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778955","","14704","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778956","","14705","Rawlins Field Office","1300 North Third",""
"USA","WY","Cody","2016-12-12","82414","778958","","14707","Cody Field Office","1002 Blackburn Street",""
"USA","WY","Cody","2016-12-12","82414","778962","","14711","Cody Field Office","1002 Blackburn Street",""
"USA","WY","Rawlins","2016-12-12","82301","778963","","14712","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778964","","14713","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778965","","14714","Rawlins Field Office","1300 North Third",""
"USA","WY","Kemmerer","2016-12-12","83101","778966","","2243","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Kemmerer","2016-12-12","83101","778967","","14715","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Kemmerer","2016-12-12","83101","778968","","14716","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Kemmerer","2016-12-12","83101","778969","","14717","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Kemmerer","2016-12-12","83101","778970","","14718","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Pinedale","2017-06-05","82941","778971","","14719","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Pinedale","2017-06-05","82941","778972","","14720","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Pinedale","2016-12-12","82941","778973","","2238","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Pinedale","2016-12-12","82491","778974","","14721","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Pinedale","2016-12-12","82491","778975","","14722","Pinedale Field Office","1625 West Pine Street",""
"USA","WY","Worland","2016-12-12","82401","778976","","14723","Worland Field Office","101 South 23rd",""
"USA","WY","Buffalo","2016-12-12","82834","778981","","14728","Buffalo Field Office","1425 Fort Street",""
"USA","WY","Buffalo","2016-12-12","82834","778982","","14729","Buffalo Field Office","1425 Fort Street",""
"USA","WY","Buffalo","2016-12-12","82834","778985","","2220","Buffalo Field Office","1425 Fort Street",""
"USA","WY","Worland","2016-12-12","82401","778986","","2217","Worland Field Office","101 South 23rd",""
"USA","WY","Lander","2016-12-12","82520","778987","","14732","Lander Field Office","1335 Main Street",""
"USA","WY","Cody","2016-12-12","82414","778988","","14733","Cody Field Office","1002 Blackburn Street",""
"USA","WY","Rock Springs","2016-12-12","82901","778990","","14735","Rock Springs Field Office","280 Highway 191 North",""
"USA","WY","Lander","2016-12-12","82520","778991","","14736","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778992","","14737","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778993","","14738","Lander Field Office","1335 Main Street",""
"USA","WY","Lander","2016-12-12","82520","778994","","14739","Lander Field Office","1335 Main Street",""
"USA","WY","Rawlins","2016-12-12","82301","778995","","14740","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778996","","14741","Rawlins Field Office","1300 North Third",""
"USA","WY","Rawlins","2016-12-12","82301","778997","","14742","Rawlins Field Office","1300 North Third",""
"USA","WY","Kemmerer","2016-12-12","83101","778999","","14744","Kemmerer Field Office","430 North Highway 189",""
"USA","WY","Lander","2016-12-12","82520","779001","","14746","Lander Field Office","1335 Main Street",""
"USA","WY","Casper","2016-12-12","82604","779002","","1872","Casper Field Office","2987 Prospector Drive",""
"USA","WY","Pinedale","2016-12-12","82941","779004","","14747","Pinedale Field Office","1625 West Pine Street",""
"USA","MT","Chester","","59522","780840","","35","Bureau of Reclamation","Marias / Milk Rivers Division Office","PO Box 220"
"USA","CO","Estes Park","","80517","780842","","67","Estes Valley Recreation and Park District","P.O. Box 1379",""
"USA","CO","Granby","","80446","780844","","68","U.S. Forest Service","P.O. Box 10",""
"USA","ID","Nampa","","83686","780849","","112","U.S. Fish and Wildlife Service","13751 Upper Embankment Rd.",""
"USA","NE","Minatare","","69356","780852","","78","Box 188","",""
"USA","CA","Folsom","","95630","780853","","2280","California Department of Parks and Recreation","7806 Folsom Auburn Road",""
"USA","AZ","Morristown","","85342","780856","","6","Lake Pleasant Regional Park","Maricopa County Parks & Recreation","41835 N. Castle Hot Springs Rd."
"USA","AZ","Page","","86040-1507","780859","","2002","Glen Canyon National Recreation Area","","P.O. Box 1507"
"USA","CA","Winters","","95664","780861","","1987","Lake Solano County Park","8685 Pleasant Valley Road",""
"USA","NM","Fort Sumner,","","88119","780864","","103","David Sanchez","Park Superintendent ","HCG4, P.O. Box 125"
"USA","OK","Norman","","73026","780868","","1133","Lake Thunderbird State Park","13101 Alameda Drive",""
"USA","ID","Rupert","","83350","780870","","115","959 E. Minidoka Dam","",""
"USA","CA","Bakersfield","","93301","780871","","20","Kern County Parks Department","1110 Golden State Ave",""
"USA","NM","Albuquerque","","87102-2162","780874","","104","Albuquerque Area Office","505 Marquette NW","Suite 1313"
"USA","CA","Weaverville","","96093","780876","","21","Weaverville Ranger District","P.O. Box 1190",""
"USA","UT","Boulder","","84716","795170","","14529","460 N. Hwy 12"," Box 1429",""
"USA","UT","Blanding","","84511","795171","","14751","660 West 400 North","",""
"USA","UT","Blanding","","84511","795175","","14755","c/o Edge of the Cedars State Park Museum","660 W 400 N",""
"USA","CA","Alturas","2017-06-21","96101","797008","","14767","Bureau of Land Management","Applegate Field Ofice","708 West 12th Street"
"USA","CA","Alturas","2017-06-22","96101","797009","","14768","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-06-22","96101","797010","","14769","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-09-13","96101","797011","","14770","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-06-22","96101","797012","","14771","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-06-21","96101","797013","","14772","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-06-22","96101","797014","","14773","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Alturas","2017-06-22","96101","797015","","14774","Bureau of Land Management","Applegate Field Office","708 West 12th Street"
"USA","CA","Whitethorn","2017-08-08","95589","797016","","14775","768 Shelter Cove Road / PO Box 189","King Range Project Office",""
"USA","CA","Bakersfield","2017-06-22","93308","797020","","14779","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797027","","14786","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797031","","14790","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797032","","14791","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797033","","14792","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797034","","14793","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-21","","797035","","14794","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797036","","14795","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797037","","14796","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797039","","14798","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797040","","14799","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-05-16","93308","797041","","14800","3801 Pegasus Drive","",""
"USA","CA","Bakersfield","2017-06-22","93308","797042","","14801","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797043","","14802","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797044","","14803","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-22","93308","797045","","14804","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Bakersfield","2017-06-21","93308","797046","","14805","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Auberry","2017-06-22","93602","797047","","14806","Bureau of Land Management","Bakersfield Field Office","40060 Smalley Road"
"USA","CA","Auberry","2017-06-21","93602","797048","","14807","Bureau of Land Management","Bakersfield Field Office","40060 Smalley Road"
"USA","CA","Bakersfield","2017-06-22","93602","797049","","14808","Bureau of Land Management","Bakersfield Field Office","3801 Pegasus Drive"
"USA","CA","Shoshone","2017-02-27","92384","797058","","13453","Barstow Field Office","",""
"USA","CA","Marina","2017-06-22","93933","797068","","14826","Bureau of Land Management","Central Coast Field Office","940 Second Avenue"
"USA","CA","Marina","2017-06-21","93933","797069","","14827","Bureau of Land Management","Central Coast Field Office","940 Second Avenue."
"USA","CA","Marina","2017-06-22","93933","797070","","14828","Bureau of Land Management","Central Coast Field Office","940 2nd Ave."
"USA","CA","Marina","2017-06-21","93933","797071","","14829","Bureau of Land Management","Central Coast Field Office","940 Second Avenue"
"USA","CA","Marina","2017-08-14","93933","797072","","14830","Bureau of Land Management","Central Coast Field Office","940 2nd Ave."
"USA","CA","Marina","2017-06-21","93933","797073","","14831","Bureau of Land Management","Central Coast Field Office","940 Second Avenue"
"USA","CA","Marina","2017-06-21","93933","797074","","14832","Bureau of Land Management","Central Coast Field Office","940 Second Avenue"
"USA","CA","Marina","2017-08-14","93933","797075","","14833","Bureau of Land Management","Central Coast Field Office","940 Second Avenue"
"USA","CA","Needles","2017-10-16","92363","797093","","14854","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
"USA","CA","Needles","2017-06-20","92363","797094","","14855","Bureau of Land Management","Needles Field Office","1303 South U.S. Highway 95"
